Date,Price,Open,High,Low,Vol,Change %
2003-12-23,0.9014,0.9024,0.905,0.883,18.85K,-0.01%
2003-12-22,0.9015,0.9415,0.945,0.9,18.58K,-4.75%
2003-12-19,0.9465,0.955,0.974,0.943,17.25K,-2.49%
2003-12-18,0.9707,0.9455,0.978,0.936,23.92K,2.54%
2003-12-17,0.9467,0.922,0.955,0.9216,18.76K,2.53%
2003-12-16,0.9233,0.9243,0.932,0.915,14.83K,-0.29%
2003-12-15,0.926,0.9,0.933,0.9,18.36K,-0.23%
2003-12-12,0.9281,0.8925,0.93,0.8925,13.85K,4.46%
2003-12-11,0.8885,0.8915,0.895,0.877,13.86K,-0.28%
2003-12-10,0.891,0.889,0.913,0.88,15.89K,0.10%
2003-12-09,0.8901,0.905,0.907,0.889,13.91K,-1.71%
2003-12-08,0.9056,0.867,0.9165,0.867,19.39K,4.75%
2003-12-05,0.8645,0.8816,0.888,0.863,17.15K,-2.03%
2003-12-04,0.8824,0.866,0.892,0.8505,9.97K,1.82%
2003-12-03,0.8666,0.8584,0.87,0.8505,9.51K,0.53%
2003-12-02,0.862,0.8364,0.8665,0.834,10.70K,3.15%
2003-12-01,0.8357,0.84,0.8413,0.8256,7.00K,-0.83%
2003-11-26,0.8427,0.8265,0.847,0.8255,23.67K,2.01%
2003-11-25,0.8261,0.8275,0.8363,0.813,31.97K,-0.06%
2003-11-24,0.8266,0.8705,0.871,0.823,27.73K,-5.69%
2003-11-21,0.8765,0.879,0.892,0.873,21.00K,-0.47%
2003-11-20,0.8806,0.8907,0.91,0.877,19.84K,-1.51%
2003-11-19,0.8941,0.9,0.915,0.889,27.31K,-1.27%
2003-11-18,0.9056,0.8663,0.91,0.857,16.53K,4.51%
2003-11-17,0.8665,0.887,0.887,0.863,11.24K,-2.16%
2003-11-14,0.8856,0.8695,0.891,0.8685,16.15K,1.79%
2003-11-13,0.87,0.853,0.872,0.845,16.39K,1.87%
2003-11-12,0.854,0.852,0.857,0.8415,9.84K,0.26%
2003-11-11,0.8518,0.8431,0.853,0.8391,9.09K,1.43%
2003-11-10,0.8398,0.8461,0.8542,0.8365,8.39K,-0.40%
2003-11-07,0.8432,0.829,0.852,0.828,9.30K,1.73%
2003-11-06,0.8289,0.834,0.84,0.8235,13.01K,-0.56%
2003-11-05,0.8336,0.7884,0.835,0.785,9.42K,5.98%
2003-11-04,0.7866,0.792,0.792,0.7825,6.23K,-0.74%
2003-11-03,0.7925,0.8075,0.81,0.7915,8.14K,-0.99%
2003-10-31,0.8004,0.7784,0.804,0.7784,25.33K,2.83%
2003-10-30,0.7784,0.796,0.796,0.775,28.53K,-2.05%
2003-10-29,0.7947,0.804,0.8196,0.792,28.17K,-1.24%
2003-10-28,0.8047,0.815,0.8195,0.803,31.33K,-1.38%
2003-10-27,0.816,0.8254,0.8327,0.811,21.10K,-1.54%
2003-10-24,0.8288,0.837,0.8476,0.8235,16.03K,-0.84%
2003-10-23,0.8358,0.829,0.838,0.815,15.88K,1.43%
2003-10-22,0.824,0.8323,0.8485,0.822,15.65K,-1.21%
2003-10-21,0.8341,0.8324,0.8451,0.8305,13.22K,0.12%
2003-10-20,0.8331,0.8283,0.845,0.816,11.57K,-0.79%
2003-10-17,0.8397,0.872,0.872,0.815,22.87K,-3.56%
2003-10-16,0.8707,0.878,0.8848,0.869,14.66K,-0.81%
2003-10-15,0.8778,0.881,0.885,0.8726,9.80K,-0.49%
2003-10-14,0.8821,0.8827,0.896,0.873,21.74K,-0.09%
2003-10-13,0.8829,0.891,0.8915,0.878,20.84K,-1.00%
2003-10-10,0.8918,0.8625,0.908,0.8554,30.62K,3.29%
2003-10-09,0.8634,0.8195,0.865,0.8115,24.83K,5.14%
2003-10-08,0.8212,0.8274,0.83,0.8105,15.86K,-0.82%
2003-10-07,0.828,0.8217,0.829,0.8133,11.15K,0.72%
2003-10-06,0.8221,0.821,0.8325,0.82,8.85K,-0.18%
2003-10-03,0.8236,0.815,0.824,0.8035,11.95K,1.04%
2003-10-02,0.8151,0.8058,0.8225,0.8036,12.38K,1.22%
2003-10-01,0.8053,0.794,0.807,0.7885,13.21K,2.26%
2003-09-30,0.7875,0.762,0.792,0.7605,32.98K,3.40%
2003-09-29,0.7616,0.758,0.769,0.758,19.55K,1.05%
2003-09-26,0.7537,0.7505,0.763,0.742,18.67K,0.48%
2003-09-25,0.7501,0.752,0.7633,0.747,17.50K,-0.40%
2003-09-24,0.7531,0.72,0.762,0.7175,30.91K,4.54%
2003-09-23,0.7204,0.7166,0.732,0.7166,14.34K,0.54%
2003-09-22,0.7165,0.711,0.7255,0.709,11.06K,0.38%
2003-09-19,0.7138,0.7224,0.7285,0.711,15.13K,-1.19%
2003-09-18,0.7224,0.7275,0.7293,0.717,11.10K,-0.59%
2003-09-17,0.7267,0.7475,0.7515,0.725,8.77K,-2.77%
2003-09-16,0.7474,0.7615,0.7615,0.7425,6.56K,-1.52%
2003-09-15,0.7589,0.7648,0.767,0.752,8.25K,-0.37%
2003-09-12,0.7617,0.77,0.7771,0.752,13.14K,-1.17%
2003-09-11,0.7707,0.7865,0.7884,0.766,8.58K,-1.76%
2003-09-10,0.7845,0.7825,0.786,0.766,9.72K,0.56%
2003-09-09,0.7801,0.7725,0.782,0.7701,7.92K,1.02%
2003-09-08,0.7722,0.773,0.786,0.767,9.82K,-0.10%
2003-09-05,0.773,0.777,0.7805,0.768,10.24K,-0.59%
2003-09-04,0.7776,0.7885,0.793,0.763,11.23K,-1.36%
2003-09-03,0.7883,0.7843,0.794,0.775,11.55K,0.64%
2003-09-02,0.7833,0.8307,0.831,0.782,13.22K,-5.20%
2003-08-29,0.8263,0.824,0.84,0.8221,1.46K,0.28%
2003-08-28,0.824,0.82,0.829,0.818,19.15K,0.65%
2003-08-27,0.8187,0.8395,0.8415,0.815,20.41K,-2.44%
2003-08-26,0.8392,0.8295,0.8425,0.829,13.65K,0.79%
2003-08-25,0.8326,0.84,0.855,0.8285,14.21K,-1.00%
2003-08-22,0.841,0.843,0.848,0.837,18.06K,-0.20%
2003-08-21,0.8427,0.8155,0.859,0.8155,17.35K,3.58%
2003-08-20,0.8136,0.8035,0.819,0.799,12.67K,1.40%
2003-08-19,0.8024,0.8053,0.8155,0.79,22.51K,-0.36%
2003-08-18,0.8053,0.828,0.829,0.802,9.90K,-1.07%
2003-08-15,0.814,0.8245,0.8355,0.808,7.93K,-1.05%
2003-08-14,0.8226,0.82,0.824,0.8,12.19K,0.72%
2003-08-13,0.8167,0.844,0.8489,0.814,14.07K,-3.23%
2003-08-12,0.844,0.8423,0.851,0.827,21.09K,-0.21%
2003-08-11,0.8458,0.8445,0.847,0.838,10.46K,-0.77%
2003-08-08,0.8524,0.8613,0.868,0.843,12.27K,-1.03%
2003-08-07,0.8613,0.8408,0.863,0.8401,10.77K,2.52%
2003-08-06,0.8401,0.852,0.8635,0.833,7.92K,-1.41%
2003-08-05,0.8521,0.8386,0.8595,0.838,6.04K,1.43%
2003-08-04,0.8401,0.8495,0.856,0.839,8.43K,-1.90%
2003-08-01,0.8564,0.8084,0.857,0.8074,6.53K,7.24%
2003-07-31,0.7986,0.803,0.814,0.795,22.98K,-0.54%
2003-07-30,0.8029,0.7875,0.806,0.781,24.19K,2.11%
2003-07-29,0.7863,0.781,0.794,0.7765,20.77K,0.65%
2003-07-28,0.7812,0.7805,0.788,0.769,13.97K,-0.28%
2003-07-25,0.7834,0.784,0.791,0.7766,14.09K,0.01%
2003-07-24,0.7833,0.775,0.7845,0.765,16.63K,1.52%
2003-07-23,0.7716,0.767,0.7785,0.759,19.22K,0.84%
2003-07-22,0.7652,0.801,0.801,0.762,23.53K,-4.54%
2003-07-21,0.8016,0.8105,0.8105,0.791,8.56K,-0.67%
2003-07-18,0.807,0.802,0.812,0.795,12.50K,0.65%
2003-07-17,0.8018,0.7965,0.806,0.7957,9.50K,0.91%
2003-07-16,0.7946,0.8185,0.824,0.79,10.35K,-2.94%
2003-07-15,0.8187,0.8095,0.82,0.805,8.48K,0.68%
2003-07-14,0.8132,0.809,0.8193,0.8035,8.62K,0.02%
2003-07-11,0.813,0.82,0.826,0.8054,8.96K,0.32%
2003-07-10,0.8104,0.8088,0.823,0.8055,11.39K,0.07%
2003-07-09,0.8098,0.787,0.81,0.7845,11.09K,3.00%
2003-07-08,0.7862,0.7801,0.79,0.765,14.41K,0.72%
2003-07-07,0.7806,0.7846,0.785,0.7762,7.37K,-0.67%
2003-07-03,0.7859,0.787,0.803,0.784,3.91K,-0.30%
2003-07-02,0.7883,0.793,0.8,0.781,4.34K,-0.88%
2003-07-01,0.7953,0.787,0.796,0.778,3.36K,1.21%
2003-06-30,0.7858,0.763,0.787,0.7595,23.21K,3.11%
2003-06-27,0.7621,0.7535,0.769,0.751,18.47K,1.21%
2003-06-26,0.753,0.783,0.783,0.752,22.75K,-3.88%
2003-06-25,0.7834,0.7505,0.785,0.7455,21.14K,4.61%
2003-06-24,0.7489,0.755,0.7555,0.744,13.63K,-0.87%
2003-06-23,0.7555,0.7619,0.7675,0.75,13.42K,-0.88%
2003-06-20,0.7622,0.7376,0.768,0.7371,12.83K,3.10%
2003-06-19,0.7393,0.7453,0.7458,0.7335,15.53K,-1.20%
2003-06-18,0.7483,0.7555,0.7561,0.73,11.38K,-1.11%
2003-06-17,0.7567,0.7476,0.758,0.7453,5.43K,1.03%
2003-06-16,0.749,0.7505,0.762,0.7425,7.44K,0.24%
2003-06-13,0.7472,0.77,0.77,0.732,9.98K,-2.95%
2003-06-12,0.7699,0.7915,0.792,0.764,13.30K,-3.17%
2003-06-11,0.7951,0.7915,0.798,0.783,10.36K,0.51%
2003-06-10,0.7911,0.7825,0.792,0.7725,8.43K,0.93%
2003-06-09,0.7838,0.7855,0.796,0.7737,9.39K,-0.32%
2003-06-06,0.7863,0.777,0.7875,0.7725,10.18K,1.39%
2003-06-05,0.7755,0.7525,0.7765,0.7496,6.28K,2.47%
2003-06-04,0.7568,0.7691,0.781,0.75,7.94K,-1.65%
2003-06-03,0.7695,0.7705,0.774,0.7635,6.86K,-0.03%
2003-06-02,0.7697,0.7586,0.7775,0.756,6.44K,2.87%
2003-05-30,0.7482,0.744,0.751,0.736,22.43K,0.36%
2003-05-29,0.7455,0.726,0.754,0.7135,35.74K,2.67%
2003-05-28,0.7261,0.741,0.7417,0.724,15.61K,-2.31%
2003-05-27,0.7433,0.7421,0.751,0.7305,19.42K,0.16%
2003-05-23,0.7421,0.741,0.7495,0.7375,9.79K,0.30%
2003-05-22,0.7399,0.7425,0.7462,0.726,9.75K,-0.66%
2003-05-21,0.7448,0.73,0.756,0.73,11.90K,1.87%
2003-05-20,0.7311,0.729,0.735,0.717,12.42K,0.29%
2003-05-19,0.729,0.753,0.7595,0.727,13.47K,-2.85%
2003-05-16,0.7504,0.74,0.754,0.7375,10.22K,0.71%
2003-05-15,0.7451,0.759,0.766,0.74,10.16K,-1.78%
2003-05-14,0.7586,0.7398,0.763,0.727,12.56K,2.28%
2003-05-13,0.7417,0.71,0.743,0.7085,9.83K,4.46%
2003-05-12,0.71,0.72,0.741,0.708,13.37K,-1.36%
2003-05-09,0.7198,0.7084,0.7235,0.7084,8.27K,1.37%
2003-05-08,0.7101,0.693,0.719,0.6838,11.73K,2.62%
2003-05-07,0.692,0.679,0.694,0.675,12.24K,2.11%
2003-05-06,0.6777,0.6957,0.7,0.673,10.02K,-3.20%
2003-05-05,0.7001,0.678,0.702,0.678,4.33K,3.81%
2003-05-02,0.6744,0.6855,0.696,0.668,8.81K,-1.46%
2003-05-01,0.6844,0.6865,0.694,0.682,5.49K,-0.10%
2003-04-30,0.6851,0.6735,0.7025,0.67,26.79K,2.16%
2003-04-29,0.6706,0.676,0.682,0.669,17.47K,-1.21%
2003-04-28,0.6788,0.7,0.7,0.676,17.62K,-3.07%
2003-04-25,0.7003,0.713,0.7195,0.698,12.93K,-1.74%
2003-04-24,0.7127,0.7059,0.715,0.688,16.46K,0.96%
2003-04-23,0.7059,0.7375,0.74,0.6985,15.72K,-4.35%
2003-04-22,0.738,0.757,0.757,0.736,9.96K,-2.47%
2003-04-21,0.7567,0.7443,0.765,0.741,9.76K,1.65%
2003-04-17,0.7444,0.729,0.746,0.7259,9.37K,2.27%
2003-04-16,0.7279,0.73,0.74,0.716,11.67K,-0.12%
2003-04-15,0.7288,0.7114,0.7305,0.7064,9.78K,2.13%
2003-04-14,0.7136,0.711,0.718,0.6965,10.03K,0.58%
2003-04-11,0.7095,0.703,0.711,0.686,9.88K,1.42%
2003-04-10,0.6996,0.728,0.731,0.694,12.17K,-3.99%
2003-04-09,0.7287,0.7025,0.73,0.699,8.80K,3.97%
2003-04-08,0.7009,0.6975,0.71,0.6849,9.86K,0.33%
2003-04-07,0.6986,0.695,0.71,0.674,7.99K,-1.01%
2003-04-04,0.7057,0.7075,0.708,0.6885,7.19K,-0.88%
2003-04-03,0.712,0.708,0.72,0.691,5.91K,1.11%
2003-04-02,0.7042,0.7266,0.7266,0.6995,5.89K,-2.80%
2003-04-01,0.7245,0.7566,0.7595,0.723,6.42K,-6.01%
2003-03-31,0.7708,0.77,0.782,0.758,18.58K,1.82%
2003-03-28,0.757,0.776,0.7925,0.753,20.50K,-2.61%
2003-03-27,0.7773,0.7281,0.783,0.7252,17.26K,6.96%
2003-03-26,0.7267,0.7103,0.732,0.7103,15.64K,2.61%
2003-03-25,0.7082,0.744,0.759,0.7,15.74K,-4.32%
2003-03-24,0.7402,0.719,0.746,0.7185,13.53K,4.70%
2003-03-21,0.707,0.759,0.7665,0.699,15.84K,-6.85%
2003-03-20,0.759,0.7846,0.803,0.745,13.31K,-3.20%
2003-03-19,0.7841,0.79,0.8165,0.78,13.42K,-1.99%
2003-03-18,0.8,0.854,0.857,0.7915,11.51K,-6.56%
2003-03-17,0.8562,0.895,0.9158,0.853,9.59K,-3.80%
2003-03-14,0.89,0.9085,0.9124,0.86,14.70K,-2.01%
2003-03-13,0.9083,0.959,0.963,0.895,17.72K,-5.52%
2003-03-12,0.9614,0.951,0.964,0.9435,19.67K,1.25%
2003-03-11,0.9495,0.976,0.982,0.938,15.76K,-2.78%
2003-03-10,0.9767,0.9995,1.006,0.975,13.29K,-1.99%
2003-03-07,0.9965,0.959,0.998,0.9573,13.76K,4.11%
2003-03-06,0.9572,0.945,0.959,0.943,8.92K,1.25%
2003-03-05,0.9454,0.9455,0.9615,0.932,11.36K,-0.18%
2003-03-04,0.9471,0.93,0.955,0.93,8.60K,1.97%
2003-03-03,0.9288,0.9355,0.9458,0.92,7.40K,-13.37%
2003-02-28,1.0721,1.059,1.088,1.0457,31.41K,1.13%
2003-02-27,1.0601,1.065,1.0893,1.031,32.59K,-0.54%
2003-02-26,1.0659,1.025,1.07,1.0235,25.27K,4.21%
2003-02-25,1.0228,1.045,1.0669,1.019,28.03K,-1.77%
2003-02-24,1.0412,0.998,1.045,0.9945,18.13K,4.27%
2003-02-21,0.9986,0.963,1.015,0.963,22.33K,3.64%
2003-02-20,0.9635,0.993,1.0135,0.96,25.92K,-3.12%
2003-02-19,0.9945,0.9725,0.996,0.964,19.13K,2.19%
2003-02-18,0.9732,0.9637,0.982,0.9586,10.61K,-0.10%
2003-02-14,0.9742,0.977,0.9841,0.957,13.58K,-0.35%
2003-02-13,0.9776,0.9653,0.9815,0.963,15.93K,1.46%
2003-02-12,0.9635,0.975,0.989,0.942,20.82K,-1.28%
2003-02-11,0.976,0.9547,0.978,0.944,21.31K,2.23%
2003-02-10,0.9547,0.9805,0.9976,0.952,19.85K,-2.43%
2003-02-07,0.9785,0.9417,0.9835,0.9375,19.58K,4.48%
2003-02-06,0.9365,0.9185,0.949,0.918,22.44K,1.89%
2003-02-05,0.9191,0.8993,0.927,0.898,13.71K,2.07%
2003-02-04,0.9005,0.869,0.903,0.8675,14.30K,3.66%
2003-02-03,0.8687,0.8779,0.878,0.8675,10.70K,-6.85%
2003-01-31,0.9326,0.942,0.945,0.93,27.49K,-1.00%
2003-01-30,0.942,0.93,0.945,0.925,23.35K,1.03%
2003-01-29,0.9324,0.8957,0.935,0.8925,32.54K,3.83%
2003-01-28,0.898,0.8885,0.9,0.888,25.32K,1.05%
2003-01-27,0.8887,0.906,0.9136,0.887,23.55K,-2.04%
2003-01-24,0.9072,0.8815,0.91,0.878,23.12K,2.73%
2003-01-23,0.8831,0.887,0.898,0.869,22.91K,-0.43%
2003-01-22,0.8869,0.8821,0.897,0.8735,21.05K,0.41%
2003-01-21,0.8833,0.888,0.901,0.8695,17.47K,-0.39%
2003-01-17,0.8868,0.885,0.89,0.8675,16.76K,0.17%
2003-01-16,0.8853,0.8821,0.9,0.88,25.04K,-0.09%
2003-01-15,0.8861,0.8747,0.89,0.869,22.90K,1.66%
2003-01-14,0.8716,0.8655,0.8794,0.8576,17.16K,0.66%
2003-01-13,0.8659,0.84,0.8675,0.84,13.02K,2.22%
2003-01-10,0.8471,0.859,0.8665,0.8375,16.69K,-1.27%
2003-01-09,0.858,0.818,0.86,0.817,16.01K,4.92%
2003-01-08,0.8178,0.8302,0.8302,0.795,18.64K,-1.11%
2003-01-07,0.827,0.8602,0.8646,0.818,13.94K,-3.61%
2003-01-06,0.858,0.8819,0.8827,0.8515,10.81K,-2.71%
2003-01-03,0.8819,0.853,0.884,0.851,11.27K,4.00%
2003-01-02,0.848,0.8435,0.8535,0.84,9.12K,-2.37%
2002-12-31,0.8686,0.868,0.8765,0.841,23.07K,0.01%
2002-12-30,0.8685,0.9075,0.925,0.867,28.38K,-4.22%
2002-12-27,0.9068,0.911,0.911,0.894,17.75K,-0.10%
2002-12-26,0.9077,0.888,0.912,0.8878,10.92K,0.92%
2002-12-24,0.8994,0.9,0.901,0.886,9.86K,1.23%
2002-12-23,0.8885,0.8562,0.896,0.8562,14.85K,3.77%
2002-12-20,0.8562,0.8595,0.865,0.848,13.83K,-0.37%
2002-12-19,0.8594,0.8545,0.877,0.855,19.74K,0.50%
2002-12-18,0.8551,0.8365,0.8675,0.832,18.50K,2.02%
2002-12-17,0.8382,0.8502,0.8518,0.835,24.96K,-1.28%
2002-12-16,0.8491,0.816,0.85,0.815,21.74K,5.41%
2002-12-13,0.8055,0.788,0.812,0.788,18.97K,2.19%
2002-12-12,0.7882,0.7703,0.792,0.7703,21.85K,2.72%
2002-12-11,0.7673,0.7655,0.777,0.7635,15.54K,-0.47%
2002-12-10,0.7709,0.761,0.7725,0.748,19.98K,1.72%
2002-12-09,0.7579,0.7569,0.7605,0.753,12.70K,1.28%
2002-12-06,0.7483,0.7535,0.7625,0.744,12.60K,-0.48%
2002-12-05,0.7519,0.745,0.759,0.742,13.90K,1.65%
2002-12-04,0.7397,0.7659,0.7685,0.739,15.97K,-3.48%
2002-12-03,0.7664,0.7655,0.775,0.759,10.63K,0.33%
2002-12-02,0.7639,0.7505,0.7665,0.749,6.52K,0.54%
2002-11-27,0.7598,0.751,0.768,0.751,30.85K,0.98%
2002-11-26,0.7524,0.7455,0.7565,0.74,26.95K,0.95%
2002-11-25,0.7453,0.763,0.7715,0.743,25.99K,-2.32%
2002-11-22,0.763,0.7448,0.765,0.7445,21.26K,2.29%
2002-11-21,0.7459,0.7395,0.7491,0.738,26.28K,0.57%
2002-11-20,0.7417,0.722,0.743,0.719,24.55K,2.60%
2002-11-19,0.7229,0.7255,0.739,0.721,15.41K,-0.36%
2002-11-18,0.7255,0.7255,0.729,0.7,18.73K,4.83%
2002-11-15,0.6921,0.682,0.6935,0.6765,14.77K,1.60%
2002-11-14,0.6812,0.6775,0.6831,0.669,15.70K,0.53%
2002-11-13,0.6776,0.695,0.7027,0.668,16.76K,-2.49%
2002-11-12,0.6949,0.693,0.7025,0.6912,9.88K,0.20%
2002-11-11,0.6935,0.6976,0.7086,0.69,18.56K,-0.09%
2002-11-08,0.6941,0.7,0.707,0.693,11.61K,-0.79%
2002-11-07,0.6996,0.7101,0.725,0.698,13.19K,-1.58%
2002-11-06,0.7108,0.7215,0.7235,0.7045,11.43K,-1.46%
2002-11-05,0.7213,0.7345,0.7368,0.7205,10.88K,-2.10%
2002-11-04,0.7368,0.738,0.749,0.735,7.34K,-0.89%
2002-11-01,0.7434,0.7543,0.758,0.742,7.58K,-0.75%
2002-10-31,0.749,0.7346,0.751,0.7346,30.42K,1.96%
2002-10-30,0.7346,0.725,0.745,0.7225,34.11K,1.31%
2002-10-29,0.7251,0.7385,0.7408,0.722,22.38K,-1.81%
2002-10-28,0.7385,0.741,0.746,0.7235,23.37K,0.46%
2002-10-25,0.7351,0.7673,0.769,0.7315,21.57K,-4.20%
2002-10-24,0.7673,0.7665,0.7705,0.761,12.84K,0.33%
2002-10-23,0.7648,0.765,0.77,0.757,16.02K,-0.01%
2002-10-22,0.7649,0.771,0.7751,0.7555,21.10K,-0.68%
2002-10-21,0.7701,0.807,0.808,0.767,19.59K,-4.77%
2002-10-18,0.8087,0.814,0.815,0.8035,9.04K,-0.53%
2002-10-17,0.813,0.8058,0.8145,0.795,10.62K,0.92%
2002-10-16,0.8056,0.81,0.816,0.8025,16.28K,-0.02%
2002-10-15,0.8058,0.8135,0.818,0.801,9.37K,-1.09%
2002-10-14,0.8147,0.799,0.818,0.794,8.10K,2.23%
2002-10-11,0.7969,0.791,0.7995,0.787,7.84K,0.77%
2002-10-10,0.7908,0.8005,0.8005,0.78,12.78K,-1.25%
2002-10-09,0.8008,0.8005,0.809,0.7945,11.05K,0.43%
2002-10-08,0.7974,0.8015,0.8025,0.787,8.26K,-0.28%
2002-10-07,0.7996,0.8074,0.8084,0.792,10.73K,0.11%
2002-10-04,0.7987,0.8011,0.8077,0.794,6.86K,-0.26%
2002-10-03,0.8008,0.8229,0.8251,0.795,10.75K,-2.23%
2002-10-02,0.8191,0.8265,0.8296,0.814,10.75K,-0.82%
2002-10-01,0.8259,0.817,0.834,0.817,5.40K,2.25%
2002-09-30,0.8077,0.82,0.8215,0.806,18.53K,-0.69%
2002-09-27,0.8133,0.813,0.821,0.806,19.97K,-0.09%
2002-09-26,0.814,0.8175,0.8211,0.8,17.15K,-0.26%
2002-09-25,0.8161,0.816,0.819,0.808,16.77K,0.00%
2002-09-24,0.8161,0.8142,0.8267,0.8115,25.42K,0.25%
2002-09-23,0.8141,0.8094,0.819,0.8023,14.82K,2.35%
2002-09-20,0.7954,0.7954,0.81,0.7935,10.81K,-0.11%
2002-09-19,0.7963,0.796,0.801,0.79,6.32K,-0.10%
2002-09-18,0.7971,0.7825,0.801,0.7825,11.18K,2.00%
2002-09-17,0.7815,0.783,0.785,0.7635,6.05K,-1.44%
2002-09-16,0.7929,0.797,0.7978,0.7875,3.42K,-0.50%
2002-09-13,0.7969,0.777,0.799,0.774,12.05K,2.60%
2002-09-12,0.7767,0.799,0.799,0.7725,9.75K,-2.77%
2002-09-11,0.7988,0.798,0.801,0.7922,6.13K,-0.20%
2002-09-10,0.8004,0.7957,0.81,0.7957,7.81K,0.53%
2002-09-09,0.7962,0.7983,0.8033,0.784,7.20K,0.43%
2002-09-06,0.7928,0.7817,0.804,0.78,6.98K,1.42%
2002-09-05,0.7817,0.7595,0.7825,0.7595,6.15K,2.99%
2002-09-04,0.759,0.7386,0.764,0.7386,5.20K,2.96%
2002-09-03,0.7372,0.762,0.7645,0.735,6.77K,-3.44%
2002-08-30,0.7635,0.764,0.767,0.7585,16.70K,-0.13%
2002-08-29,0.7645,0.7545,0.767,0.7495,16.94K,1.46%
2002-08-28,0.7535,0.759,0.763,0.748,17.88K,-0.82%
2002-08-27,0.7597,0.7605,0.772,0.756,18.28K,-0.54%
2002-08-26,0.7638,0.7527,0.768,0.749,17.45K,1.92%
2002-08-23,0.7494,0.7565,0.7565,0.748,14.72K,-0.94%
2002-08-22,0.7565,0.7602,0.763,0.7535,12.26K,-0.76%
2002-08-21,0.7623,0.744,0.77,0.7376,18.80K,1.99%
2002-08-20,0.7474,0.7445,0.75,0.738,19.32K,0.66%
2002-08-19,0.7425,0.7355,0.7525,0.7338,11.51K,0.24%
2002-08-16,0.7407,0.733,0.743,0.7253,12.19K,0.71%
2002-08-15,0.7355,0.71,0.737,0.707,14.11K,3.72%
2002-08-14,0.7091,0.705,0.7153,0.705,10.57K,0.68%
2002-08-13,0.7043,0.7015,0.7055,0.6964,12.90K,-0.13%
2002-08-12,0.7052,0.684,0.706,0.6725,10.01K,3.37%
2002-08-09,0.6822,0.6825,0.688,0.6785,7.15K,-0.04%
2002-08-08,0.6825,0.6769,0.684,0.67,10.12K,0.80%
2002-08-07,0.6771,0.688,0.688,0.671,8.88K,-1.47%
2002-08-06,0.6872,0.6752,0.688,0.6752,5.88K,1.55%
2002-08-05,0.6767,0.679,0.6815,0.673,7.71K,-1.46%
2002-08-02,0.6867,0.684,0.689,0.666,5.91K,0.64%
2002-08-01,0.6823,0.6926,0.6985,0.681,8.20K,-0.57%
2002-07-31,0.6862,0.698,0.707,0.683,28.84K,-1.62%
2002-07-30,0.6975,0.674,0.702,0.6735,26.32K,3.32%
2002-07-29,0.6751,0.6779,0.679,0.6725,9.17K,-0.41%
2002-07-26,0.6779,0.6778,0.683,0.672,11.86K,-0.85%
2002-07-25,0.6837,0.6835,0.686,0.676,13.68K,0.00%
2002-07-24,0.6837,0.6685,0.686,0.658,18.41K,2.35%
2002-07-23,0.668,0.68,0.688,0.667,24.62K,-1.72%
2002-07-22,0.6797,0.7055,0.7055,0.674,13.03K,-4.08%
2002-07-19,0.7086,0.707,0.715,0.697,10.34K,-0.04%
2002-07-18,0.7089,0.716,0.716,0.7065,7.77K,-0.94%
2002-07-17,0.7156,0.714,0.7204,0.706,12.80K,-0.31%
2002-07-16,0.7178,0.7015,0.719,0.696,9.27K,2.15%
2002-07-15,0.7027,0.7175,0.72,0.7015,7.17K,-1.35%
2002-07-12,0.7123,0.697,0.714,0.697,9.88K,2.21%
2002-07-11,0.6969,0.691,0.702,0.6905,6.24K,0.45%
2002-07-10,0.6938,0.679,0.702,0.679,12.08K,2.29%
2002-07-09,0.6783,0.667,0.6795,0.667,6.65K,0.30%
2002-07-08,0.6763,0.6945,0.6945,0.6745,8.53K,-2.66%
2002-07-03,0.6948,0.6905,0.696,0.6885,7.84K,0.19%
2002-07-02,0.6935,0.6885,0.697,0.6855,8.53K,0.73%
2002-07-01,0.6885,0.69,0.695,0.685,4.22K,1.21%
2002-06-28,0.6803,0.6784,0.687,0.669,21.24K,0.41%
2002-06-27,0.6775,0.6752,0.6825,0.6735,17.42K,0.34%
2002-06-26,0.6752,0.666,0.68,0.6595,19.34K,1.00%
2002-06-25,0.6685,0.675,0.684,0.666,18.89K,-0.70%
2002-06-24,0.6732,0.6589,0.677,0.6565,14.42K,2.67%
2002-06-21,0.6557,0.6655,0.674,0.6465,11.69K,-1.56%
2002-06-20,0.6661,0.659,0.668,0.653,5.50K,1.20%
2002-06-19,0.6582,0.661,0.674,0.6565,11.19K,-0.57%
2002-06-18,0.662,0.671,0.675,0.661,8.42K,-1.50%
2002-06-17,0.6721,0.672,0.681,0.671,9.36K,0.15%
2002-06-14,0.6711,0.664,0.673,0.655,6.31K,0.55%
2002-06-13,0.6674,0.642,0.6705,0.642,11.91K,4.18%
2002-06-12,0.6406,0.628,0.644,0.628,9.53K,2.06%
2002-06-11,0.6277,0.6315,0.6332,0.6235,9.51K,-0.79%
2002-06-10,0.6327,0.6419,0.6419,0.6315,7.56K,-1.59%
2002-06-07,0.6429,0.646,0.647,0.633,8.76K,-0.08%
2002-06-06,0.6434,0.645,0.6539,0.631,8.36K,-0.08%
2002-06-05,0.6439,0.6495,0.65,0.639,5.74K,-1.15%
2002-06-04,0.6514,0.6421,0.6535,0.6421,4.75K,1.16%
2002-06-03,0.6439,0.6475,0.6485,0.64,3.76K,0.44%
